uuid,Nazwa,Utworzenie,organ_nadzorujacy,rodzaj,panstwowy_instytut_badawczy,typ,typ_instytucji_naukowej,REGON,NIP,NIP2,KRS,www,e-mail,telefon,kraj,wojewodztwo,ulica,numer,kod_pocztowy,miasto
2d82ad1e-f9da-4485-b1e5-81f18d1de77c,Instytut Europy Środkowo-Wschodniej,2002-05-13,Minister Spraw Zagranicznych,Instytucja naukowa,false,,instytut badawczy,432503940,7122732417,7122732417,,http://iesw.lublin.pl,iesw@iesw.lublin.pl,817436862,Polska,lubelskie,ul. Niecała,5,20-080,Lublin
2decf01b-6405-4e8c-9d7c-20c2e63170c2,Instytut Farmakologii im. Jerzego Maja Polskiej Akademii Nauk,1954-11-01,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000325943,6750001828,6750001828,,http://www.if-pan.krakow.pl,ifpan@if-pan.krakow.pl,126623205,Polska,małopolskie,ul. Smętna,12,31-343,Kraków
d3906663-a33e-43d8-81ef-40a67be620e3,Instytut Filozofii i Socjologii Polskiej Akademii Nauk,1956-09-03,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000325759,5252100471,5252100471,,http://www.ifispan.pl,secretar@ifispan.edu.pl,22 65 72 882,Polska,mazowieckie,ul. Nowy Świat,72,00-330,Warszawa
1306e042-f103-4b72-aa6e-0dd3cea395b5,Instytut Fizjologii i Patologii Słuchu,1996-01-09,Minister Zdrowia,Instytucja naukowa,false,,instytut badawczy,011692096,5261744423,5261744423,,http://ifps.org.pl,sekretariat@ifps.org.pl,22 356 03 66,Polska,mazowieckie,Maurycego Mochnackiego,10,02-042,Warszawa
30312732-6777-4ca9-84e6-ad3f07bc18c2,Instytut Fizjologii i Żywienia Zwierząt im. Jana Kielanowskiego Polskiej Akademii Nauk,1955-07-02,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000325989,5250009105,5250009105,,http://www.ifzz.pl,office@ifzz.pan.pl,22 7653301,Polska,mazowieckie,Instytucka,3,05-110,Jabłonna
8471ef1c-c23a-48a6-89be-6b4559037063,Instytut Fizjologii Roślin im. Franciszka Górskiego Polskiej Akademii Nauk,1956-11-15,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,356730850,6772212521,6772212521,,http://ifr-pan.edu.pl,ifr@ifr-pan.edu.pl,12 425 18 33,Polska,małopolskie,ul. Niezapominajek,21,30-239,Kraków
41b42e85-449a-4692-994b-a2b74353f099,Instytut Fizyki Jądrowej im. Henryka Niewodniczańskiego Polskiej Akademii Nauk,1955-06-04,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326983,6750000444,6750000444,,http://www.ifj.edu.pl/,dyrektor@ifj.edu.pl,12 662 8200,Polska,małopolskie,ul. Eliasza Radzikowskiego,152,31-342,Kraków
1655155c-28da-45e1-ac0f-77c46dde131e,Instytut Fizyki Molekularnej Polskiej Akademii Nauk,1975-02-25,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000557990,7770020870,7770020870,,http://www.ifmpan.poznan.pl,office@ifmpan.poznan.pl,61 8695 100,Polska,wielkopolskie,Mariana Smoluchowskiego,17,60-179,Poznań
af3897e6-5183-462d-8b0b-b6a6469b5fda,Instytut Fizyki Plazmy i Laserowej Mikrosyntezy,1976-01-01,Minister Środowiska i Klimatu (poprzednio MŚ),Instytucja naukowa,false,,instytut badawczy,010371929,5250007193,5250007193,,http://www.ifpilm.pl,sekretariat@ifpilm.pl,+22 6381460,Polska,mazowieckie,ul. Hery,23,01-497,Warszawa
bcec464c-f81e-4ff1-b0f0-2c9581715fe5,Instytut Fizyki Polskiej Akademii Nauk,1953-09-24,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326061,5250009275,5250009275,,http://www.ifpan.edu.pl,director@ifpan.edu.pl,22 843 70 01,Polska,mazowieckie,Aleja Lotników,32/46,02-668,Warszawa
e37107d0-a2ea-47b0-abe0-847a23a43089,Instytut Genetyki Człowieka Polskiej Akademii Nauk,2003-04-01,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326428,7811745737,7811745737,,http://www.igcz.poznan.pl,sekretariat@igcz.poznan.pl,+48 61 6579100,Polska,wielkopolskie,ul. Strzeszyńska,32,60-479,Poznań
c808eebe-2cda-46c5-bb49-3cbc713eaa75,Instytut Genetyki i Biotechnologii Zwierząt Polskiej Akademii Nauk,1955-01-01,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326196,1230018381,1230018381,,http://www.igbzpan.pl,sekretariat@igbzpan.pl,22 756 17 11,Polska,mazowieckie,ul. Postępu,36A,05-552,Garbatka
8c23d792-e600-4050-baa6-bc6f06bfe269,Instytut Genetyki Roślin Polskiej Akademii Nauk,1954-12-21,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326204,7811621455,7811621455,,http://www.igr.poznan.pl,office@igr.poznan.pl,616550200,Polska,wielkopolskie,ul. Strzeszyńska,34,60-479,Poznań
542de6bc-375c-4170-a162-428803c53c16,Instytut Geodezji i Kartografii,1945-03-30,"Minister Rozwoju, Pracy i Technologii (poprzednio MR)",Instytucja naukowa,false,,instytut badawczy,000332305,5250009476,5250009476,,http://www.igik.edu.pl,igik@igik.edu.pl,(22) 3291-900,Polska,mazowieckie,ul. Zygmunta Modzelewskiego,27,02-679,Warszawa
511f81bf-1097-4e3d-905f-7df8bf7a67c5,Instytut Geofizyki Polskiej Akademii Nauk,1952-01-01,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000325908,5250008560,5250008560,,http://www.igf.edu.pl,office@igf.edu.pl,022 69-15-950,Polska,mazowieckie,ul. Księcia Janusza,64,01-452,Warszawa
7688bf94-399f-4567-854e-220f826816fb,Instytut Geografii i Przestrzennego Zagospodarowania im. Stanisława Leszczyckiego Polskiej Akademii Nauk,1953-10-10,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000325854,5250012188,5250012188,,http://www.igipz.pan.pl,igipzpan@twarda.pan.pl,48 22 69-78-841,Polska,mazowieckie,Twarda,51/55,00-818,Warszawa
e1a3797c-fdcd-4c06-9086-62f135288925,Instytut Gospodarki Przestrzennej i Mieszkalnictwa,2002-11-01,Minister Infrastruktury (poprzednio MiB),Instytucja naukowa,false,,instytut badawczy,015279884,5262662733,5262662733,,http:\\www.igpim.pl,igpim@igpim.pl,22 6191350,Polska,mazowieckie,ul. Targowa,45,03-728,Warszawa
3178cdc9-4bfd-44e5-a0dc-d37b30326a58,Instytut Gospodarki Surowcami Mineralnymi i Energią Polskiej Akademii Nauk,1986-01-01,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,001238650,6750001900,6750001900,,http://www.min-pan.krakow.pl,centrum@min-pan.krakow.pl,(+48)126323300,Polska,małopolskie,Józefa Wybickiego,7 A,31-261,Kraków
e711ee8e-d6f5-4f65-bd9b-29d4fe201466,Instytut Gruźlicy i Chorób Płuc,1951-03-10,Minister Zdrowia,Instytucja naukowa,false,,instytut badawczy,000288490,5250008838,5250008838,,http://www.igichp.edu.pl,instytut@igichp.edu.pl,22 43 12 428,Polska,mazowieckie,ul. Płocka,26,01-138,Warszawa
61b49d12-2b15-473d-98e8-d4d874973bcd,Instytut Hematologii i Transfuzjologii,1951-06-02,Minister Zdrowia,Instytucja naukowa,false,,instytut badawczy,000288484,5250009424,5250009424,,http://www.ihit.waw.pl,hematol@ihit.waw.pl,22 3496100,Polska,mazowieckie,ul. Indiry Gandhi,14,02-776,Warszawa
0160a6a0-6886-44b8-bbf8-4296df6c35ec,Instytut Historii im. Tadeusza Manteuffla Polskiej Akademii Nauk,1953-01-01,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000325765,5250009134,5250009134,,http://www.ihpan.edu.pl,ihpan@ihpan.edu.pl,22 831 36 42,Polska,mazowieckie,Rynek Starego Miasta,29/31,00-272,Warszawa
c1344d9d-7e2f-4a2f-af85-3bc12dae9929,Instytut Historii Nauki imienia Ludwika i Aleksandra Birkenmajerów Polskiej Akademii Nauk,1977-06-16,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326411,5250008784,5250008784,,http://ihnpan.pl,ihn@ihnpan.pl,226572746,Polska,mazowieckie,ul. Nowy Świat,72,00-330,Warszawa
b464c7a7-69dc-45c8-8163-705096a92b18,Instytut Hodowli i Aklimatyzacji Roślin - Państwowy Instytut Badawczy,1951-01-01,Minister Rolnictwa i Rozwoju Wsi,Instytucja naukowa,true,,instytut badawczy,000079480,5290007029,5290007029,,http://www.ihar.edu.pl,postbox@ihar.edu.pl,22 7334500,Polska,mazowieckie,,1,05-870,Radzików
264294d6-d6d7-4b7e-93b6-8f267f0a455e,Instytut Immunologii i Terapii Doświadczalnej im. Ludwika Hirszfelda Polskiej Akademii Nauk,1952-12-02,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000325883,8960005696,8960005696,,http://www.iitd.pan.wroc.pl,secretary@hirszfeld.pl,71 3371172,Polska,dolnośląskie,ul. Rudolfa Weigla,12,53-114,Wrocław
456ee281-d8ed-49d6-9be7-4dab317610fb,Instytut Informatyki Teoretycznej i Stosowanej Polskiej Akademii Nauk,1989-01-17,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000564702,6310112245,6310112245,,http://www.iitis.pl,office@iitis.pl,48322317319,Polska,śląskie,Bałtycka,5,44-100,Gliwice
c1e509a2-9a9f-4bba-9ab3-4c9c463efa18,Instytut Inżynierii Chemicznej Polskiej Akademii Nauk,1958-10-14,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000564694,6310112239,6310112239,,http://www.iich.gliwice.pl,sekretariat@iich.gliwice.pl,322310811,Polska,śląskie,ul. Bałtycka,5,44-100,Gliwice
5c3e8361-f5f3-4fc9-8751-5b1cb44e67a2,Instytut Języka Polskiego Polskiej Akademii Nauk,1973-10-01,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,357534720,6750001892,6750001892,,http://ijp.pan.pl,ijp@ijp.pan.pl,126325692,Polska,małopolskie,al. Aleja Adama Mickiewicza,31,31-120,Kraków
bbdc19a0-7611-48bc-85b5-5072e791573a,Instytut Katalizy i Fizykochemii Powierzchni im. Jerzego Habera Polskiej Akademii Nauk,1968-01-01,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326351,6750001805,6750001805,,https://ikifp.edu.pl/,sekretariat@ikifp.edu.pl,12 6395101,Polska,małopolskie,Niezapominajek,8,30-239,Kraków
18314b31-a926-409d-ba21-47bfbf345cf4,Instytut Kolejnictwa,1951-07-05,Minister Infrastruktury (poprzednio MiB),Instytucja naukowa,false,,instytut badawczy,016382785,1132257883,1132257883,,http://www.ikolej.pl,ikolej@ikolej.pl,22 47  31 300,Polska,mazowieckie,ul. Józefa Chłopickiego,50,04-275,Warszawa
5f51bb88-7b30-42e9-a297-c7702a42ef1a,Instytut Kultur Śródziemnomorskich i Orientalnych Polskiej Akademii Nauk,2010-09-01,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,142519634,5252485577,5252485577,,http://www.iksiopan.pl/,sekretariat@iksio.pan.pl,22-6572791,Polska,mazowieckie,Nowy Świat,72,00-330,Warszawa
089b2e0c-a210-4c2c-a228-5184f7b2a5a0,Instytut Leków w Warszawie,1900-01-01,Minister Zdrowia,Instytucja naukowa,false,,instytut badawczy,015244176,5213212384,5213212384,,,,,Polska,mazowieckie,ul. Chełmska,30/34,01-000,Warszawa
d86ce494-55e8-4d01-929c-48a2908e6e5a,Instytut Łączności - Państwowy Instytut Badawczy,1951-09-18,Minister Cyfryzacji,Instytucja naukowa,true,,instytut badawczy,000132629,5250009312,5250009312,,https://www.il-pib.pl/,info@il-pib.pl,+48 22 51 28 100,Polska,mazowieckie,ul. Szachowa,1,04-894,Warszawa
57f4b544-5c0b-4509-b22c-e05271aab47a,Instytut Maszyn Matematycznych,1962-04-27,Minister Cyfryzacji,Instytucja naukowa,false,,instytut badawczy,000035197,5250008962,5250008962,,http://www.imm.org.pl,sekretariat@imm.org.pl,22-621-84-41,Polska,mazowieckie,ul. Ludwika Krzywickiego,34,02-078,Warszawa
674b7e57-dd24-4e8d-8949-327fa2f8bc82,Instytut Maszyn Przepływowych im. Roberta Szewalskiego Polskiej Akademii Nauk,1956-07-02,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326121,5840357882,5840357882,,http://www.imp.gda.pl,imp@imp.gda.pl,(58) 3411 271,Polska,pomorskie,ul. gen. Józefa Fiszera,14,80-231,Gdańsk
96a58ef3-d4b3-4384-b9e4-4792d490536f,Instytut Matematyczny Polskiej Akademii Nauk,1948-11-20,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000325860,5250008867,5250008867,,http://www.impan.pl/,im@impan.pl,22 5228100,Polska,mazowieckie,ul. Jana i Jędrzeja Śniadeckich,8,00-656,Warszawa
1d973f03-c5b4-4907-8157-05b91969c700,Instytut Matki i Dziecka,1951-03-10,Minister Zdrowia,Instytucja naukowa,false,,instytut badawczy,000288395,5250008471,5250008471,,http://www.imid.med.pl,dyr@imid.med.pl,"22, 3277305, 332",Polska,mazowieckie,ul. Marcina Kasprzaka,17A,01-211,Warszawa
2e1e6c2d-6b50-4115-9e97-a2cee488f353,Instytut Mechaniki Górotworu Polskiej Akademii Nauk,1954-09-11,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326368,6750001840,6750001840,,http://www.imgpan.pl,sekretariat@imgpan.pl,126376200,Polska,małopolskie,ul. Władysława Reymonta,27,30-059,Kraków
8233db0e-f39a-47a6-a03c-5004abc36afc,Instytut Medycyny Doświadczalnej i Klinicznej im. Mirosława Mossakowskiego Polskiej Akademii Nauk,1967-07-01,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326463,5250008169,5250008169,,http://www.imdik.pan.pl,sekretariat@imdik.pan.pl,48226086493,Polska,mazowieckie,ul. Adolfa Pawińskiego,5,02-106,Warszawa
022a55c5-bc6d-42bf-8c76-8483c402d077,Instytut Medycyny Morskiej i Tropikalnej w Gdyni,1900-01-01,Minister Zdrowia,Instytucja naukowa,false,,instytut badawczy,,,,,,,,Polska,pomorskie,ul. Powstania Styczniowego,9b,81-519,Gdynia
bdc6f547-9a9a-42e0-baaa-e9556955346a,Instytut Medycyny Pracy im. prof. dr. med. Jerzego Nofera,1954-01-30,Minister Zdrowia,Instytucja naukowa,false,,instytut badawczy,000288538,7240003125,7240003125,,http://www.imp.lodz.pl/,impx@imp.lodz.pl,42 631 45 02,Polska,łódzkie,ul. św. Teresy od Dzieciątka Jezus,8,91-348,Łódź
3bd79d19-2895-4ad0-9815-12ea5dd58078,Instytut Medycyny Pracy i Zdrowia Środowiskowego,1954-01-30,Minister Zdrowia,Instytucja naukowa,false,,instytut badawczy,000288544,6440011844,6440011844,,http://www.imp.sosnowiec.pl,sekretariat@imp.sosnowiec.pl,48322660885,Polska,śląskie,ul. Kościelna,13,41-200,Sosnowiec
17d23c12-1f2d-4a37-aae2-bb95ac9ee3dd,Instytut Medycyny Wsi im. Witolda Chodźki,1955-01-15,Minister Zdrowia,Instytucja naukowa,false,,instytut badawczy,000288521,7120103781,7120103781,,http://imw.lublin.pl,imw@imw.lublin.pl,48817184400,Polska,lubelskie,ul. Dra Kazimierza Jaczewskiego,2,20-090,Lublin
5fb67e6c-f210-4276-8a84-2149d78fbe61,Instytut Melioracji i Użytków Zielonych w Falentach,1953-01-01,Minister Rolnictwa i Rozwoju Wsi,Instytucja naukowa,false,,instytut badawczy,,,,,,,,Polska,mazowieckie,ul. Aleja Hrabska,3,05-090,Falenty
8f22901b-d306-4fb5-9de1-af0923a7dbc8,Instytut Metalurgii i Inżynierii Materiałowej im. Aleksandra Krupkowskiego Polskiej Akademii Nauk,1952-09-30,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326374,6750001857,6750001857,,http://www.imim.pl,office@imim.pl,122952800,Polska,małopolskie,Władysława Stanisława Reymonta,25,30-059,Kraków
ae02494e-7705-4d08-bfa6-d92925752883,Instytut Meteorologii i Gospodarki Wodnej - Państwowy Instytut Badawczy,1972-12-30,Minister Infrastruktury (poprzednio MiB),Instytucja naukowa,true,,instytut badawczy,000080507,5250008809,5250008809,,http://imgw.pl,imgw@imgw.pl,225694301,Polska,mazowieckie,ul. Podleśna,61,01-673,Warszawa
97c7095f-872b-43ac-92ce-c00e3df912ff,Instytut Morski w Gdańsku,1950-03-03,Minister Gospodarki Morskiej i Żeglugi Śródlądowej,Instytucja naukowa,false,,instytut badawczy,000145069,5830003579,5830003579,,http://www.im.gda.pl,im@im.gda.pl,58 301 16 41,Polska,pomorskie,ul. Długi Targ,41/42,80-830,Gdańsk
ccfa9469-688c-44e0-83e8-89e451d53a62,Instytut Nafty i Gazu - Państwowy Instytut Badawczy,1945-01-07,Minister Środowiska i Klimatu (poprzednio MŚ),Instytucja naukowa,true,,instytut badawczy,000023136,6750001277,6750001277,,http://www.inig.pl,office@inig.pl,124210033,Polska,małopolskie,ul. Lubicz,25 A,31-503,Kraków
80b1a3cb-dd5a-4ae4-8b16-78d0a76efd1d,Instytut Nauk Ekonomicznych Polskiej Akademii Nauk,1980-12-10,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000874638,5250008991,5250008991,,http://www.inepan.pl,inepan@inepan.waw.pl,+48 22 6572707,Polska,mazowieckie,Nowy Świat,72,00-330,Warszawa
9828c4ea-d72c-484a-b325-e04b7f2a8096,Instytut Nauk Geologicznych Polskiej Akademii Nauk,1956-01-02,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326345,5250008896,5250008896,,http://www.ing.pan.pl,ingpan@twarda.pan.pl,22 69 78 700,Polska,mazowieckie,ul. Twarda,51/55,00-818,Warszawa
e4059d4a-c713-487c-aeb1-a2f4e0ff4e87,Instytut Nauk Prawnych Polskiej Akademii Nauk,1956-06-05,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000325802,5250009393,5250009393,,http://www.inp.pan.pl,inp@inp.pan.pl,22 826-75-71,Polska,mazowieckie,ul. Nowy Świat,72,00-330,Warszawa
0f0762c0-9894-4415-abdf-24cbd96b7045,Instytut Niskich Temperatur i Badań Strukturalnych im. Włodzimierza Trzebiatowskiego Polskiej Akademii Nauk,1966-09-27,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326109,8960007258,8960007258,,http://www.intibs.pl,intibs@intibs.pl,+48 71 343 50 21,Polska,dolnośląskie,ul. Okólna,2,50-422,Wrocław
3fae57f2-3c7e-4c20-a40b-d36335725b69,Instytut Oceanologii Polskiej Akademii Nauk,1983-10-25,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000632467,5851004839,5851004839,,http://www.iopan.pl,office@iopan.pl,587311720,Polska,pomorskie,Powstańców Warszawy,55,81-712,Sopot
d9533386-e2a3-4492-a638-0128dcb533df,Instytut Ochrony Przyrody Polskiej Akademii Nauk,1952-12-18,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326291,6750001917,6750001917,,http://iop.krakow.pl,sekretariat@iop.krakow.pl,12 3703514,Polska,małopolskie,al. Aleja Adama Mickiewicza,33,31-120,Kraków
f68cdefe-93d4-402f-94e1-bd2ef1f8616a,Instytut Ochrony Roślin - Państwowy Instytut Badawczy,1951-01-08,Minister Rolnictwa i Rozwoju Wsi,Instytucja naukowa,true,,instytut badawczy,000080217,7770002702,7770002702,,http://www.ior.poznan.pl,dyrektor@iorpib.poznan.pl,(61) 864-90-00,Polska,wielkopolskie,ul. Władysława Węgorka,20,60-318,Poznań
3ebee00c-2f73-43d5-bcbd-13c2d4d74ba4,Instytut Ochrony Środowiska - Państwowy Instytut Badawczy,1986-04-01,Minister Środowiska i Klimatu (poprzednio MŚ),Instytucja naukowa,true,,instytut badawczy,001240700,5250007307,5250007307,,http://www.ios.edu.pl,sekretariat@ios.edu.pl,223750525,Polska,mazowieckie,Krucza,5/11D,00-548,Warszawa
f51f35c6-108d-411e-9d16-e3f4037511a0,Instytut Ogrodnictwa - Państwowy Instytut Badawczy,2011-01-01,Minister Rolnictwa i Rozwoju Wsi,Instytucja naukowa,true,,instytut badawczy,101023342,8361848508,8361848508,,http://www.inhort.pl,io@inhort.pl,46 8333434,Polska,łódzkie,ul. Konstytucji 3 Maja,1/3,96-100,Skierniewice
58116c2f-c920-4223-979e-e0a5b37b4d26,Instytut Paleobiologii im. Romana Kozłowskiego Polskiej Akademii Nauk,1952-12-18,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326316,5250009329,5250009329,,http://www.paleo.pan.pl/,paleo@twarda.pan.pl,22 697 88 50,Polska,mazowieckie,ul. Twarda,51/55,00-818,Warszawa
7cfbaed3-2ae6-44db-8284-f699e401c12f,Instytut Parazytologii im. Witolda Stefańskiego Polskiej Akademii Nauk,1952-12-01,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326322,5250008583,5250008583,,http://www.ipar.pan.pl,iparpas@twarda.pan.pl,22 620 62 26,Polska,mazowieckie,Twarda,51/55,00-818,Warszawa
6c713100-70da-4346-9836-92ba3723e52a,Instytut Podstaw Informatyki Polskiej Akademii Nauk,1976-11-30,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326635,5250009401,5250009401,,https://ipipan.waw.pl,ipi@ipipan.waw.pl,+48 22 38 00 500,Polska,mazowieckie,ul. Jana Kazimierza,5,01-248,Warszawa
f42a8e3b-c36b-40b0-8cd8-653e97eb8406,Instytut Podstaw Inżynierii Środowiska Polskiej Akademii Nauk,1975-08-06,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000558009,6480006720,6480006720,,http://www.ipis.pan.pl,ipis@ipispan.edu.pl,322716481,Polska,śląskie,ul. Marii Curie-Skłodowskiej,34,41-819,Zabrze
b419f7cc-c27c-4b8a-82f8-82278caa29cf,Instytut Podstawowych Problemów Techniki Polskiej Akademii Nauk,1952-12-09,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326026,5250008979,5250008979,,http://www.ippt.pan.pl,director@ippt.pan.pl,228268911,Polska,mazowieckie,ul. Adolfa Pawińskiego,5B,02-106,Warszawa
fdaf7f06-ee19-48a7-9eb5-1820892176ac,"Instytut ""Pomnik - Centrum Zdrowia Dziecka""",1996-01-01,Minister Zdrowia,Instytucja naukowa,false,,instytut badawczy,000557961,9521143675,9521143675,,http://www.czd.pl,dyrektor@ipczd.pl,+48 22 815 16 00,Polska,mazowieckie,al. Aleja Dzieci Polskich,20,04-730,Warszawa
51a96a62-3442-4f8a-8fb8-aa6662795804,Instytut Pracy i Spraw Socjalnych,1962-01-05,Minister Rodziny i Polityki Społecznej (poprzednio MRPiPS),Instytucja naukowa,false,,instytut badawczy,000018023,5251000520,5251000520,,http://www.ipiss.com.pl,sekretariat@ipiss.com.pl,(22) 536-75-11,Polska,mazowieckie,ul. Józefa Bellottiego,3b,01-022,Warszawa
b07a6b1d-45fa-418f-978a-d219aa5f7f6b,Instytut Psychiatrii i Neurologii,1951-03-24,Minister Zdrowia,Instytucja naukowa,false,,instytut badawczy,000288509,5250009387,5250009387,,http://www.ipin.edu.pl/,sekretariatdn@ipin.edu.pl,+48 22 45 82 706,Polska,mazowieckie,ul. Jana III Sobieskiego,9,02-957,Warszawa
edaca7e9-18a0-430c-ac2f-bf3c373853cb,Instytut Psychologii Polskiej Akademii Nauk,1980-03-01,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000838619,5250008353,5250008353,,http://psych.pan.pl,sekretariat@psych.pan.pl,+48 22 583-13-80,Polska,mazowieckie,ul. Stefana Jaracza,1,00-378,Warszawa
22a50212-2f2b-4a34-a406-34bdb34ab8bb,Instytut Rozrodu Zwierząt i Badań Żywności Polskiej Akademii Nauk,1988-04-01,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,001289340,7390504515,7390504515,,http://www.pan.olsztyn.pl,instytut@pan.olsztyn.pl,+48 89 5234686,Polska,warmińsko-mazurskie,Juliana Tuwima,10,10-748,Olsztyn
98a12a1c-5e87-45d8-84de-aee34e91442c,Instytut Rozwoju Miast i Regionów,2002-11-02,Minister Infrastruktury (poprzednio MiB),Instytucja naukowa,false,,instytut badawczy,356582934,6772201345,6772201345,,http://irmir.pl/,sekretariat@irmir.pl,12 634 29 53,Polska,mazowieckie,ul. Targowa,45,03-728,Warszawa
a3b7b85b-5b7e-4fbe-8ca0-18a2d64d0168,Instytut Rozwoju Służb Społecznych,1998-07-01,,Instytucja naukowa,false,,inna instytucja naukowa,013195189,5262230821,5262230821,,,,(22)629-40-18,Polska,mazowieckie,ul. Marszałkowska,34,00-554,Warszawa
4e60b85b-6693-459b-afb0-674a581e0e72,Instytut Rozwoju Wsi i Rolnictwa Polskiej Akademii Nauk,1971-10-08,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000325890,5251944103,5251944103,,http://www.irwirpan.waw.pl/,irwir@irwirpan.waw.pl,22 826-94-36,Polska,mazowieckie,ul. Nowy Świat,72,00-330,Warszawa
43ad9b52-c3ae-4b91-ba5b-11a0a4d98637,Instytut Rybactwa Śródlądowego im. Stanisława Sakowicza,1951-01-24,Minister Rolnictwa i Rozwoju Wsi,Instytucja naukowa,false,,instytut badawczy,000080192,7390202079,7390202079,,http:/www.infish.com.pl,irs@infish.com.pl,+48 89 5240171,Polska,warmińsko-mazurskie,ul. Michała Oczapowskiego,10,10-719,Olsztyn
4957161c-bb27-4566-917a-100858301255,Instytut Sadownictwa i Kwiaciarstwa im. Szczepana Pieniążka w Skierniewicach,1900-01-01,Minister Rolnictwa i Rozwoju Wsi,Instytucja naukowa,false,,instytut badawczy,,,,,,,,Polska,łódzkie,ul. Pomologiczna,18,96-100,Skierniewice
4169b1a2-272f-4d09-958d-267440f449a1,Instytut Slawistyki Polskiej Akademii Nauk,1954-07-24,Polska Akademia Nauk,Instytucja naukowa,false,,instytut naukowy PAN,000326210,5250012159,5250012159,,http://www.ispan.waw.pl/,sekretariat@ispan.waw.pl,22/8267688,Polska,mazowieckie,Juliana Bartoszewicza,1B,00-337,Warszawa
237d23ce-ec15-4b80-84d9-39ad30e17403,Instytut Solidarności i Męstwa imienia Witolda Pileckiego (Instytut Pileckiego),2017-11-09,"Minister Kultury, Dziedzictwa Narodowego i Sportu (poprzednio MKiDN)",Instytucja naukowa,false,,instytut badawczy,369236544,5252735962,5252735962,,https://instytutpileckiego.pl/,sekretariat@instytutpileckiego.pl ,+48 22 182 24 00,Polska,mazowieckie,Foksal,17,00-372,Warszawa
9859f400-1d6f-40d9-895a-80c6744ec14d,Instytut Sportu - Państwowy Instytut Badawczy,1977-11-04,Minister Sportu,Instytucja naukowa,true,,instytut badawczy,000786093,5250008904,5250008904,,http://www.insp.pl,insp@insp.waw.pl,(22) 569 99 00,Polska,mazowieckie,ul. Trylogii,2/16,01-982,Warszawa
2463fc09-616d-4c6a-becf-b064a905a882,Instytut Statystyki Kościoła Katolickiego SAC,1994-01-10,,Instytucja naukowa,false,,inna instytucja naukowa,010690362,1131080773,1131080773,,http://www.iskk.pl,dyrektor@iskk.pl,226186468,Polska,mazowieckie,ul. Skaryszewska,12,03-802,Warszawa
